project,data_set,site,station,recording_date,recording_time,status,latitude,longitude,is_buffered_location,species_code,scientific_name,species_english_name,method,rain,wind,noise,industry_noise,audio_quality,species_individual_name,T_Id,transcriber,abundance,confidence,min0_voc,min0_start,min1_voc,min1_start,min2_voc,min2_start,min3_voc,min3_start,min4_voc,min4_start,min5_voc,min5_start,min6_voc,min6_start,min7_voc,min7_start,min8_voc,min8_start,min9_voc,min9_start,comment,species_comment
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,2.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,1,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,27,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,5.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,MOWI, ,Moderate wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,46.4,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,9.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/7/2019,4:45:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,1,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,Song,0.9,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Call,4.5,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,DUFL,Empidonax oberholseri,Dusky Flycatcher,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,46.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,42.1,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,MOTR, ,Moderate traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,35.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,PISI,Spinus pinus,Pine Siskin,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,4.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,UNTR, ,Unknown Trill,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,,,Song,11.9,,,,,,,,,,,,,,,,,,DEJU/YRWA
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/10/2019,6:30:00,Transcribed,,,t,UNTR, ,Unknown Trill,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Unknown far,Song,15.9,,,,,,,,,,,,,,,,,,,,OCWA?
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,6.8,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,1,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,35.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,22.1,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,22.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,MOTR, ,Moderate traffic,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,36.2,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,PISI,Spinus pinus,Pine Siskin,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,UNKN, ,Unknown,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,,,,,Call,17.1,,,,,,,,,,,,,,,,MAKE?
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,UNMA, ,Unknown Mammal,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,Call,0.2,,,,,,,,,,,,,,,,,,,,CANIS SPP
Elevation Gradient Project CWS Northern Region 2019,EG,CARIB,S3,7/14/2019,6:30:00,Transcribed,,,t,UNPA, ,Unknown Passerine,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,Call,0.1,,,,,,,,,,,,,,,,,,,,FLEDGLING CALLS
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,4.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,9.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,GCSP,Zonotrichia atricapilla,Golden-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,7.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,UNPA, ,Unknown Passerine,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,,,,,Song,2.2,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,5.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/3/2019,5:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,Song,0.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/4/2019,3:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,1.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/4/2019,3:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,3.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/4/2019,3:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,Song,5.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/4/2019,3:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,4,1,jf_jet@hotmail.com,ONE,Confident,Song,14.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/6/2019,6:45:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,4.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/6/2019,6:45:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,0,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/27/2019,8:00:00,Transcribed,,,t,AMPI,Anthus rubescens,American Pipit,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,3.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A2,7/27/2019,8:00:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,24.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,6/26/2019,3:45:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Song,14.4,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,6/26/2019,3:45:00,Transcribed,,,t,TOSO,Myadestes townsendi,Townsend's Solitaire,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,6/30/2019,5:15:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,6/30/2019,5:15:00,Transcribed,,,t,MOWI, ,Moderate wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Non-vocal,9.8,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,7/2/2019,3:45:00,Transcribed,,,t,ROPT,Lagopus muta,Rock Ptarmigan,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,0.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,7/6/2019,3:30:00,Transcribed,,,t,NONE,,,3m 1SPR,0,0,0,0,No audio quality issues,,1,jf_jet@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/9/2019,7:30:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,12.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/9/2019,7:30:00,Transcribed,,,t,UNBT,Picoides ,Unknown BBWA-ATTW,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,8.7,,,,,,,,,,,,,,,,,,,,DRUMMING
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/14/2019,4:45:00,Bad Weather,,,t,NONE,,,3m 1SPR,,,,,,,1,jf_jet@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/17/2019,3:30:00,Transcribed,,,t,LIRA, ,Light rain,3m 1SPR,1,2,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/17/2019,3:30:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,1,2,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,46.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A4,8/17/2019,3:30:00,Transcribed,,,t,MOWI, ,Moderate wind,3m 1SPR,1,2,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,19.7,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,9.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,44.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,18.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,Song,22.2,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,,,Song,6.5,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,7.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,Song,13.4,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/29/2019,6:30:00,Transcribed,,,t,WIWA,Cardellina pusilla,Wilson's Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,6.9,,,,,,,,,,,,,,,,,,,,AND SONG
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,29.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,58.2,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,DEJU,Junco hyemalis,Dark-eyed Junco,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,34.6,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.6,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,9.7,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,1.7,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,OCWA,Oreothylpis celata,Orange-crowned Warbler,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,41.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,SWTH,Catharus ustulatus,Swainson's Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,39,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,SWTH,Catharus ustulatus,Swainson's Thrush,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,Call,37.8,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,UNBT,Picoides ,Unknown BBWA-ATTW,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,,,Non-vocal,40.4,,,,,,,,,,,,,,,,,,DRUMMING
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,46,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,23.9,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,3m 1SPR,0,0,0,0,No audio quality issues,3,1,jf_jet@hotmail.com,ONE,Confident,,,,,Call,57.1,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,WIWA,Cardellina pusilla,Wilson's Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,26.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,6/30/2019,7:45:00,Transcribed,,,t,WWCR,Loxia leucoptera,White-winged Crossbill,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Call,17.3,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,7/6/2019,8:00:00,Transcribed,,,t,HETH,Catharus guttatus,Hermit Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,3.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,7/6/2019,8:00:00,Transcribed,,,t,PISI,Spinus pinus,Pine Siskin,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Call,59.1,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,7/6/2019,8:00:00,Transcribed,,,t,SWTH,Catharus ustulatus,Swainson's Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,38.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,A6,7/6/2019,8:00:00,Transcribed,,,t,UNPA, ,Unknown Passerine,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Unknown far,,,Call,48.1,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/27/2019,3:30:00,Transcribed,,,t,LITR, ,Light traffic,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Non-vocal,0.5,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/27/2019,3:30:00,Transcribed,,,t,SWTH,Catharus ustulatus,Swainson's Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,13.9,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/27/2019,3:30:00,Transcribed,,,t,SWTH,Catharus ustulatus,Swainson's Thrush,3m 1SPR,0,0,0,0,No audio quality issues,2,1,jf_jet@hotmail.com,ONE,Confident,Song,15.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/27/2019,3:30:00,Transcribed,,,t,VATH,Ixoreus naevius,Varied Thrush,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Song,14.8,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/27/2019,3:30:00,Transcribed,,,t,YRWA,Setophaga coronata,Yellow-rumped Warbler,3m 1SPR,0,0,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,Song,23.3,,,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/30/2019,4:00:00,Transcribed,,,t,LIWI, ,Light wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,Non-vocal,29.3,,,,,,,,,,,,,,,,,,
Elevation Gradient Project CWS Northern Region 2019,EG,DANE,B2,6/30/2019,4:00:00,Transcribed,,,t,MOWI, ,Moderate wind,3m 1SPR,0,1,0,0,No audio quality issues,1,1,jf_jet@hotmail.com,ONE,Confident,,,,,Non-vocal,48.8,,,,,,,,,,,,,,,,
