"","location","site","zone","stat_num","recording_date","R_time","species_code","scientific_name","species_english_name","rain","wind","noise","industry_noise","audio_quality","species_individual_name","abundance","min0_voc","min0_start","min1_voc","min1_start","min2_voc","min2_start","min3_voc","min3_start","comment","species_comment","project","data_set","survey_type","surv_key"
"338","DANE_S2","DANE","S","2","6/25/2019","08:00:00","BOCH","Poecile_hudsonicus","Boreal Chickadee",0,0,0,0,"No audio quality issues",2,"ONE","Call",1.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"339","DANE_S2","DANE","S","2","6/25/2019","08:00:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",15.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"340","DANE_S2","DANE","S","2","6/25/2019","08:00:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,"Song",37.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"341","DANE_S2","DANE","S","2","6/25/2019","08:00:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",3,"ONE",NA,NA,"Song",36.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"342","DANE_S2","DANE","S","2","6/25/2019","08:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"343","DANE_S2","DANE","S","2","6/25/2019","08:00:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",2.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"344","DANE_S2","DANE","S","2","6/25/2019","08:00:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,"Song",30.8,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"345","DANE_S2","DANE","S","2","6/25/2019","08:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",0.2,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"346","DANE_S2","DANE","S","2","6/25/2019","08:00:00","YBFL","Empidonax_flaviventris","Yellow-bellied Flycatcher",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",20.2,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/25/2019_08:00:00_ARU"
"347","DANE_S2","DANE","S","2","6/26/2019","07:45:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",18.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"348","DANE_S2","DANE","S","2","6/26/2019","07:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",1.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"349","DANE_S2","DANE","S","2","6/26/2019","07:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",2,"ONE","Song",14,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"350","DANE_S2","DANE","S","2","6/26/2019","07:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",7.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"351","DANE_S2","DANE","S","2","6/26/2019","07:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",49.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"352","DANE_S2","DANE","S","2","6/26/2019","07:45:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",9.9,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_6/26/2019_07:45:00_ARU"
"353","DANE_S2","DANE","S","2","7/4/2019","07:45:00","BCCH","Poecile_atricapillus","Black-capped Chickadee",0,0,0,0,"No audio quality issues",1,"ONE","Call",10.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/4/2019_07:45:00_ARU"
"354","DANE_S2","DANE","S","2","7/4/2019","07:45:00","HETH","Catharus_guttatus","Hermit Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",7.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/4/2019_07:45:00_ARU"
"355","DANE_S2","DANE","S","2","7/4/2019","07:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",13.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/4/2019_07:45:00_ARU"
"356","DANE_S2","DANE","S","2","7/4/2019","07:45:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",0,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/4/2019_07:45:00_ARU"
"357","DANE_S2","DANE","S","2","7/30/2019","07:00:00","DEJU","Junco_hyemalis","Dark-eyed Junco",1,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Call",27,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/30/2019_07:00:00_ARU"
"358","DANE_S2","DANE","S","2","7/30/2019","07:00:00","GRAJ","Perisoreus_canadensis","Gray Jay",1,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Call",37.5,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/30/2019_07:00:00_ARU"
"359","DANE_S2","DANE","S","2","7/30/2019","07:00:00","GRAJ","Perisoreus_canadensis","Gray Jay",1,0,0,0,"No audio quality issues",2,"ONE",NA,NA,NA,NA,"Call",40.7,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_7/30/2019_07:00:00_ARU"
"360","DANE_S2","DANE","S","2","8/5/2019","07:00:00","BOCH","Poecile_hudsonicus","Boreal Chickadee",0,0,0,0,"No audio quality issues",1,"ONE","Call",10.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_8/5/2019_07:00:00_ARU"
"361","DANE_S2","DANE","S","2","8/5/2019","07:00:00","BOCH","Poecile_hudsonicus","Boreal Chickadee",0,0,0,0,"No audio quality issues",2,"ONE","Call",33.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_8/5/2019_07:00:00_ARU"
"362","DANE_S2","DANE","S","2","8/5/2019","07:00:00","PISI","Spinus_pinus","Pine Siskin",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",19.9,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_8/5/2019_07:00:00_ARU"
"363","DANE_S2","DANE","S","2","8/5/2019","07:00:00","PISI","Spinus_pinus","Pine Siskin",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,NA,NA,"Call",0.3,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S2_8/5/2019_07:00:00_ARU"
"364","DANE_S4","DANE","S","4","6/25/2019","07:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",40.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"365","DANE_S4","DANE","S","4","6/25/2019","07:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",2,"ONE","Song",48.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"366","DANE_S4","DANE","S","4","6/25/2019","07:15:00","GRAJ","Perisoreus_canadensis","Gray Jay",0,0,0,0,"Both Sides Extra Static",1,"ONE",NA,NA,NA,NA,"Call",5.6,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"367","DANE_S4","DANE","S","4","6/25/2019","07:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",15.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"368","DANE_S4","DANE","S","4","6/25/2019","07:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",2,"ONE","Song",1.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"369","DANE_S4","DANE","S","4","6/25/2019","07:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",3,"ONE",NA,NA,NA,NA,"Song",2.5,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"370","DANE_S4","DANE","S","4","6/25/2019","07:15:00","TOSO","Myadestes_townsendi","Townsend's Solitaire",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/25/2019_07:15:00_ARU"
"371","DANE_S4","DANE","S","4","6/27/2019","06:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",11.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/27/2019_06:30:00_ARU"
"372","DANE_S4","DANE","S","4","6/27/2019","06:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",2,"ONE","Song",17.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/27/2019_06:30:00_ARU"
"373","DANE_S4","DANE","S","4","6/27/2019","06:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",3,"ONE",NA,NA,NA,NA,"Song",2.4,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/27/2019_06:30:00_ARU"
"374","DANE_S4","DANE","S","4","6/27/2019","06:30:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",4.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_6/27/2019_06:30:00_ARU"
"375","DANE_S4","DANE","S","4","7/5/2019","04:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",1.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"376","DANE_S4","DANE","S","4","7/5/2019","04:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",2,"ONE","Song",6.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"377","DANE_S4","DANE","S","4","7/5/2019","04:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",3,"ONE","Song",45.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"378","DANE_S4","DANE","S","4","7/5/2019","04:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"Both Sides Extra Static",4,"ONE",NA,NA,NA,NA,"Song",35.1,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"379","DANE_S4","DANE","S","4","7/5/2019","04:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",1,"ONE","Song",20.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"380","DANE_S4","DANE","S","4","7/5/2019","04:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",2,"ONE","Song",9.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"381","DANE_S4","DANE","S","4","7/5/2019","04:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",3,"ONE","Song",32.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"382","DANE_S4","DANE","S","4","7/5/2019","04:15:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"Both Sides Extra Static",4,"ONE","Song",40,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/5/2019_04:15:00_ARU"
"383","DANE_S4","DANE","S","4","7/26/2019","07:45:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",6.5,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/26/2019_07:45:00_ARU"
"384","DANE_S4","DANE","S","4","7/27/2019","06:15:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE","Call",5.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_7/27/2019_06:15:00_ARU"
"385","DANE_S4","DANE","S","4","8/6/2019","06:00:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",30.9,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_8/6/2019_06:00:00_ARU"
"386","DANE_S4","DANE","S","4","8/6/2019","06:00:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",2,"ONE","Call",43.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_8/6/2019_06:00:00_ARU"
"387","DANE_S4","DANE","S","4","8/6/2019","06:00:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Call",25.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S4_8/6/2019_06:00:00_ARU"
"388","DANE_S6","DANE","S","6","6/30/2019","07:30:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",35.3,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_6/30/2019_07:30:00_ARU"
"389","DANE_S6","DANE","S","6","6/30/2019","07:30:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",18.5,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_6/30/2019_07:30:00_ARU"
"390","DANE_S6","DANE","S","6","6/30/2019","07:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",8.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_6/30/2019_07:30:00_ARU"
"391","DANE_S6","DANE","S","6","6/30/2019","07:30:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Call",36.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_6/30/2019_07:30:00_ARU"
"392","DANE_S6","DANE","S","6","6/30/2019","07:30:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",0.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_6/30/2019_07:30:00_ARU"
"393","DANE_S6","DANE","S","6","7/1/2019","07:00:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE","Song",15.9,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"394","DANE_S6","DANE","S","6","7/1/2019","07:00:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",2,"ONE",NA,NA,"Song",54.6,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"395","DANE_S6","DANE","S","6","7/1/2019","07:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",4.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"396","DANE_S6","DANE","S","6","7/1/2019","07:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",2,"ONE","Song",40.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"397","DANE_S6","DANE","S","6","7/1/2019","07:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",9.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"398","DANE_S6","DANE","S","6","7/1/2019","07:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",4.5,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"399","DANE_S6","DANE","S","6","7/1/2019","07:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",3,"ONE","Song",17,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"400","DANE_S6","DANE","S","6","7/1/2019","07:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",4,"ONE",NA,NA,NA,NA,"Song",10.9,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"401","DANE_S6","DANE","S","6","7/1/2019","07:00:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",31.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"402","DANE_S6","DANE","S","6","7/1/2019","07:00:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",2,"ONE","Song",33.6,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"403","DANE_S6","DANE","S","6","7/1/2019","07:00:00","TOSO","Myadestes_townsendi","Townsend's Solitaire",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",13.2,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"404","DANE_S6","DANE","S","6","7/1/2019","07:00:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",20,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"405","DANE_S6","DANE","S","6","7/1/2019","07:00:00","WIWA","Cardellina_pusilla","Wilson's Warbler",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",58.4,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/1/2019_07:00:00_ARU"
"406","DANE_S6","DANE","S","6","7/3/2019","06:00:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Song",33.7,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"407","DANE_S6","DANE","S","6","7/3/2019","06:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",6.4,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"408","DANE_S6","DANE","S","6","7/3/2019","06:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",23.2,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"409","DANE_S6","DANE","S","6","7/3/2019","06:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",3,"ONE","Song",53,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"410","DANE_S6","DANE","S","6","7/3/2019","06:00:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",4,"ONE","Song",58.3,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"411","DANE_S6","DANE","S","6","7/3/2019","06:00:00","SWTH","Catharus_ustulatus","Swainson's Thrush",0,0,0,0,"No audio quality issues",1,"ONE","Song",25.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"412","DANE_S6","DANE","S","6","7/3/2019","06:00:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",1.1,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"413","DANE_S6","DANE","S","6","7/3/2019","06:00:00","WCSP","Zonotrichia_leucophrys","White-crowned Sparrow",0,0,0,0,"No audio quality issues",2,"ONE","Song",42.8,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"414","DANE_S6","DANE","S","6","7/3/2019","06:00:00","WWCR","Loxia_leucoptera","White-winged Crossbill",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,"Call",28.6,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/3/2019_06:00:00_ARU"
"415","DANE_S6","DANE","S","6","7/4/2019","07:30:00","DEJU","Junco_hyemalis","Dark-eyed Junco",0,0,0,0,"No audio quality issues",1,"ONE",NA,NA,NA,NA,"Song",54.7,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/4/2019_07:30:00_ARU"
"416","DANE_S6","DANE","S","6","7/4/2019","07:30:00","FOSP","Passerella_iliaca","Fox Sparrow",0,0,0,0,"No audio quality issues",1,"ONE","Song",4.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/4/2019_07:30:00_ARU"
"417","DANE_S6","DANE","S","6","7/4/2019","07:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",1,"ONE","Song",10,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/4/2019_07:30:00_ARU"
"418","DANE_S6","DANE","S","6","7/4/2019","07:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",2,"ONE","Song",14.7,NA,NA,NA,NA,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/4/2019_07:30:00_ARU"
"419","DANE_S6","DANE","S","6","7/4/2019","07:30:00","OCWA","Oreothylpis_celata","Orange-crowned Warbler",0,0,0,0,"No audio quality issues",3,"ONE",NA,NA,NA,NA,"Song",11.3,NA,NA,NA,NA,"Elevation Gradient Project CWS Northern Region 2019","EG","ARU","DANE_S6_7/4/2019_07:30:00_ARU"
